,Link,Nome,Ano de Lançamento,Nota Rank,Nota Média,# Avaliações,Faixa Etária,Tempo de Jogo,# de Jogadores,Designer,Artista,Editora Brasileira,Ação / Movimento Programado,Ação Simultânea,Alocação de Trabalhadores,Apostas,Atuação,Blefe,Campanha/ Batalhas Dirigidas por Cartas,Cantar,Cerco de Área,Colecionar Componentes,Colocação de Peças,Construção a partir de Modelo,Construção de Baralho/Peças,Construção de Rotas,Controle/Influência de Área,Cooperativo,Dedução,Desenhar,Desenhar Rota com Lápis,Eliminação de Jogadores,Especulação Financeira,Force sua sorte,Gestão de Mão,Impulso de Área,Jogadores com Diferentes Habilidades,Jogo em Equipe,Leilão,Linha de Tempo,Marcadores e Hexágonos,Memória,Mercado de Ações,Movimento de Área,Movimento em Grades,Movimento Ponto-a-Ponto,Narração de Histórias,Negociação,Ordem de Fases Variável,Papel e Caneta,"Pedra, Papel e Tesoura",Pegar e Entregar,Posicionamento Secreto,Reconhecimento de Padrão,Rolagem de Dados,Rolar e Mover,RPG,Seleção de Cartas,Simulação,Sistema de Pontos de Ação,Sistema por Impulsos,Tabuleiro Modular,Tempo real,Toma essa,Vazas/Truques,Votação,Adulto,Animais,Anime / Manga,Arte,Aventura,Ciências,Civilização,Cultura Africana,Cultura Brasileira,Cultura Oriental,Cultura Pop ou Geek,Economia / Produção,Educacional,Esportes,Fantasia,Faroeste,Ficção Científica,Gastronomia,Guerra,História,Horror,Humor,Literatura,Luta / Artes Marciais,Medieval,Meio Ambiente,Mitologia,Piratas,Policial,Política,Pré-Histórico,Quadrinhos,Religião,Tema de Video Game,Transportes,Vikings,4x,Campanha,Colecionável,Dungeon Crawler,Estratégia Abstrata,Expansão ou Suplemento,Imprima e Jogue,Integrado com Aplicativo,Jogo Assimétrico,Jogo de Cartas,Jogo de Dados,Jogo de Entrada,Jogo de Guerra,Jogo Festivo,Legacy,Livro-jogo,Miniaturas,Quebra-Cabeça,Trivia
0,"['https://www.ludopedia.com.br/jogo/dogs-day', '6.94', '9.42', '13']",Dogs' Day,(2021),6.94,9.42,13,  14 + ,20 min,3 a 6 jogadores , Sérgio Halaban, Rafael Gandine,Editora Nacional,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/munchkin-zombies', '6.94', '7.07', '239']",Munchkin Zombies,(2011),6.94,7.07,239,  10 + ,90 min,3 a 6 jogadores , Steve Jackson (I)," Alex Fernandez (I), John Kovalic",Editora Nacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/timeline-diversity', '6.94', '7.00', '518']",Timeline: Diversity,(2012),6.94,7.00,518,  8 + ,15 min,2 a 8 jogadores , Frédéric Henry," Xavier Collette, Nicolas Fructus",Editora Nacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,"['https://www.ludopedia.com.br/jogo/the-game', '6.94', '7.50', '57']",The Game,(2015),6.94,7.50,57,  8 + ,20 min,1 a 5 jogadores , Steffen Benndorf," Oliver Freudenreich, Sandra Freudenreich", Game Factory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/51st-state-master-set', '6.93', '7.90', '33']",51st State: Master Set,(2016),6.93,7.90,33,  14 + ,90 min,1 a 4 jogadores , Ignacy Trzewiczek, Grzegorz Bobrowski, Portal Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/mancala', '6.93', '7.39', '70']",Mancala,(550),6.93,7.39,70,  5 + ,10 min,2 jogadores , (Uncredited), (Uncredited),Editora Nacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/camel-up-cards', '6.93', '8.11', '27']",Camel Up Cards,(2016),6.93,8.11,27,  8 + ,60 min,2 a 6 jogadores , Steffen Bogen, Dennis Lohausen, Lucrum Games,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/tortuga-1667', '6.93', '7.84', '35']",Cidades Sombrias: Tortuga 1667,(2017),6.93,7.84,35,  12 + ,40 min,2 a 9 jogadores , Travis Hancock, Sarah Keele,Editora Nacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/power-grid-factory-manager', '6.93', '7.57', '50']",Power Grid: Factory Manager,(2009),6.93,7.57,50,  12 + ,60 min,2 a 5 jogadores , Friedemann Friese," Lars-Arne ""Maura"" Kalusky", Rio Grande Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/k-truck-racer', '6.93', '9.38', '13']",K-Truck Racer,(2020),6.93,9.38,13,  14 + ,180 min,2 a 6 jogadores , Fernando Kornijezuk," Douglas Duarte, Cheo Gonzalez",Editora Nacional,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,"['https://www.ludopedia.com.br/jogo/welcome-to-the-dungeon', '6.93', '7.10', '186']",Welcome to the Dungeon,(2013),6.93,7.10,186,  10 + ,30 min,2 a 4 jogadores , Masato Uesugi, Paul Mafayon,Editora Nacional,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/niagara', '6.93', '7.28', '90']",Niagara,(2004),6.93,7.28,90,  8 + ,45 min,3 a 5 jogadores , Thomas Liesching, Victor Boden, Rio Grande Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/thebes', '6.93', '7.62', '46']",Thebes,(2007),6.93,7.62,46,  10 + ,60 min,2 a 4 jogadores , Peter Prinz, Michael Menzel, Piatnik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/discworld-ankh-morpork', '6.93', '7.68', '42']",Discworld: Ankh-Morpork,(2011),6.93,7.68,42,  11 + ,60 min,2 a 4 jogadores , Martin Wallace," Peter Dennis, Paul Kidby, +2", Devir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/evo-second-edition', '6.93', '7.83', '35']",EVO (second edition),(2011),6.93,7.83,35,  14 + ,60 min,2 a 5 jogadores , Philippe Keyaerts," Stéphane Gantiez, Stéphane Poinsot, +1", Asmodee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/mafia-de-cuba', '6.93', '7.04', '287']",Mafia de Cuba,(2015),6.93,7.04,287,  10 + ,20 min,6 a 12 jogadores ," Philippe des Pallières, Loïc Lamy", Thomas Vuarchex,Editora Nacional,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/maria', '6.92', '8.44', '21']",Maria,(2009),6.92,8.44,21,  14 + ,210 min,2 a 3 jogadores , Richard Sivél," Hans Baltzer, Richard Stubenvoll, +1", Histogame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/the-great-heartland-hauling-co', '6.92', '7.55', '51']",The Great Heartland Hauling Co.,(2013),6.92,7.55,51,  10 + ,30 min,2 a 4 jogadores , Jason Kotarski," Brian Buckley, Christopher Kirkman", Dice Hate Me Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/escola-de-dragoes', '6.92', '7.15', '140']",Escola de Dragões,(2014),6.92,7.15,140,  8 + ,15 min,2 a 4 jogadores , Ramsés Sohn," Amanda Lemos, Jersey Giuliano, +3",Editora Nacional,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/tiny-epic-dinosaurs', '6.92', '8.91', '16']",Tiny Epic Dinosaurs,(2020),6.92,8.91,16,  14 + ,60 min,1 a 4 jogadores , Scott Almes," Nikoletta Vaszi, Benjamin Shulman",Editora Nacional,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/cangaco', '6.92', '8.68', '18']",Cangaço,(2020),6.92,8.68,18,  12 + ,20 min,2 a 4 jogadores , Sanderson Virgolino, Dan Ramos,Editora Nacional,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/jolly-roger-the-game-of-piracy-mutiny', '6.92', '7.30', '83']",Jolly Roger: Um Jogo de Motins e Pirataria,(2015),6.92,7.30,83,  12 + ,30 min,4 a 10 jogadores , Frederic Moyersoen," Loïc Billiau, Fabio Maiorana",Editora Nacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/ghost-blitz-spooky-doo', '6.92', '7.66', '43']",Fantasma Blitz: Que Susto!,(2016),6.92,7.66,43,  8 + ,20 min,2 a 8 jogadores , Jacques Zeimet, Gabriela Silveira,Editora Nacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/angus-batalhas-medievais', '6.92', '7.42', '63']",Angus: Batalhas Medievais,(2004),6.92,7.42,63,  14 + ,90 min,2 a 5 jogadores ," Sérgio Halaban, André Zatz", ,Editora Nacional,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/hare-tortoise', '6.92', '7.23', '103']",A Lebre e a Tartaruga,(1973),6.92,7.23,103,  8 + ,45 min,2 a 6 jogadores , David Parlett," Ritva Hussain-Shahid, Franz Vohwinkel",Editora Nacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/dutch-blitz', '6.92', '7.64', '44']",Dutch Blitz,(1960),6.92,7.64,44,  8 + ,15 min,2 a 4 jogadores , Werner Ernst George Muller, , Dutch Blitz Games Company,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/kodama-the-tree-spirits', '6.92', '7.48', '56']",Kodama: The Tree Spirits,(2016),6.92,7.48,56,  13 + ,40 min,2 a 5 jogadores , Daniel Solis," Scott Hartman, Kwanchai Moriya", Action Phase Games,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/age-of-conan-the-strategy-board-game', '6.92', '7.56', '49']",Age of Conan: The Strategy Board Game,(2009),6.92,7.56,49,  12 + ,120 min,2 a 4 jogadores ," Roberto Di Meglio, Marco Maggi, +1"," Fabio Maiorana, J. P. Targete", Devir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/marvel-dice-masters-uncanny-x-men', '6.92', '7.63', '44']",Marvel Dice Masters: Uncanny X-Men,(2014),6.92,7.63,44,  13 + ,15 min,2 jogadores ," Mike Elliott, Eric M. Lang", , WizKids Games,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/obscurio', '6.92', '7.87', '33']",Obscurio,(2019),6.92,7.87,33,  10 + ,40 min,2 a 8 jogadores , L'Atelier," Xavier Collette, M81 Studio",Editora Nacional,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/nusfjord', '6.92', '8.04', '28']",Nusfjord,(2017),6.92,8.04,28,  12 + ,100 min,1 a 5 jogadores , Uwe Rosenberg, Patrick Soeder, Lookout Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/a-study-in-emerald-second-edition', '6.92', '7.93', '31']",A Study in Emerald (second edition),(2015),6.92,7.93,31,  13 + ,60 min,2 a 5 jogadores , Martin Wallace, Ian O'Toole, PHALANX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/star-trek-fleet-captains', '6.92', '7.90', '32']",Star Trek: Fleet Captains,(2011),6.92,7.90,32,  14 + ,75 min,2 a 4 jogadores ," Mike Elliott, Bryan Kinsella, +1", , WizKids Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,"['https://www.ludopedia.com.br/jogo/haspelknecht', '6.91', '7.93', '31']",Haspelknecht,(2015),6.91,7.93,31,  12 + ,90 min,2 a 4 jogadores , Thomas Spitzer, Johannes Sich, Capstone Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/fortune-and-glory-the-cliffhanger-game', '6.91', '8.12', '26']",Fortune and Glory: The Cliffhanger Game,(2011),6.91,8.12,26,  12 + ,90 min,1 a 8 jogadores , Jason C. Hill, Jack Scott Hill, Flying Frog Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,"['https://www.ludopedia.com.br/jogo/illuminati-deluxe-edition', '6.91', '7.29', '83']",Illuminati,(1987),6.91,7.29,83,  12 + ,180 min,2 a 8 jogadores , Steve Jackson (I)," Jeffrey D. George, John Grigni, +7", Steve Jackson Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,"['https://www.ludopedia.com.br/jogo/time-of-legends-joan-of-arc', '6.91', '9.15', '14']",Time of Legends: Joan of Arc,(2019),6.91,9.15,14,  14 + ,90 min,2 a 4 jogadores , Pascal Bernard," David Demaret, Stéphane Gantiez, +4", Mythic Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,"['https://www.ludopedia.com.br/jogo/carcassonne-big-box-3', '6.91', '8.22', '24']",Carcassonne Big Box 3,(2010),6.91,8.22,24,  8 + ,30 min,2 a 6 jogadores , Klaus-Jürgen Wrede, Doris Matthäus, Rio Grande Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
